node_id,parent_id,label,uri
n00341,n00228,DataModelConcept,http://example.org/telecom#DataModelConcept
n00342,n01055,DataNetwork,http://example.org/telecom#DataNetwork
n00343,n01717,DataPlane,http://example.org/telecom#DataPlane
n00344,n01060,DataPlaneProcessingFromControlPlaneSMFLogic,http://example.org/telecom#DataPlaneProcessingFromControlPlaneSMFLogic
n00345,n00342,DataSovereignty,http://example.org/telecom#DataSovereignty
n00346,n00342,DataVolume,http://example.org/telecom#DataVolume
n00347,n00228,DatastoreLoads,http://example.org/telecom#DatastoreLoads
n00348,n00855,DbiConfiguration,http://example.org/telecom#DbiConfiguration
n00349,n00228,Deactivate,http://example.org/telecom#Deactivate
n00350,n01594,DecisionMakingTradeOffs,http://example.org/telecom#DecisionMakingTradeOffs
n00351,n01056,DecisionsBasedOnRealTimeNetworkMeasurements,http://example.org/telecom#DecisionsBasedOnRealTimeNetworkMeasurements
n00352,n01060,DecouplingOfDataPlaneProcessingFromControlPlaneSMFLogic,http://example.org/telecom#DecouplingOfDataPlaneProcessingFromControlPlaneSMFLogic
n00353,n00228,DedicatedAndSharedResources,http://example.org/telecom#DedicatedAndSharedResources
n00354,n00228,DedicatedResources,http://example.org/telecom#DedicatedResources
n00355,n01506,DedicatedResourcesPerSlice,http://example.org/telecom#DedicatedResourcesPerSlice
n00356,n00073,DedicatedSubnets,http://example.org/telecom#DedicatedSubnets
n00357,n01058,DedicatedSubnetsAndUEIPPools,http://example.org/telecom#DedicatedSubnetsAndUEIPPools
n00358,n01060,DefaultOpen5GSConfigs,http://example.org/telecom#DefaultOpen5GSConfigs
n00359,n01291,Delay,http://example.org/telecom#Delay
n00360,n00228,Delete,http://example.org/telecom#Delete
n00361,n01506,DependencyOnSynchronousStateStoreReads,http://example.org/telecom#DependencyOnSynchronousStateStoreReads
n00362,n01060,DependencyReadinessBeforeNFLaunch,http://example.org/telecom#DependencyReadinessBeforeNFLaunch
n00363,n00161,Deployment,http://example.org/telecom#Deployment
n00364,n00161,DeploymentOptions,http://example.org/telecom#DeploymentOptions
n00365,n00366,Design,http://example.org/telecom#Design
n00366,n00228,DesignConcept,http://example.org/telecom#DesignConcept
n00367,n00210,DesignedAsCloudNativeComponents,http://example.org/telecom#DesignedAsCloudNativeComponents
n00368,n00228,DeterministicBehavior,http://example.org/telecom#DeterministicBehavior
n00369,n00794,DeterministicLatencyOverConfidentiality,http://example.org/telecom#DeterministicLatencyOverConfidentiality
n00370,n01205,DeterministicScheduling,http://example.org/telecom#DeterministicScheduling
n00371,n01133,DevOpsAutomationCodePipelineCloudFormation,http://example.org/telecom#DevOpsAutomationCodePipelineCloudFormation
n00372,n00693,DeviceIdentity,http://example.org/telecom#DeviceIdentity
n00373,n00228,DiffServ,http://example.org/telecom#DiffServ
n00374,n01506,DifferentAccessTypes,http://example.org/telecom#DifferentAccessTypes
n00375,n01358,DifferentDowntimeAndResourceOverheadProfiles,http://example.org/telecom#DifferentDowntimeAndResourceOverheadProfiles
n00376,n01594,DifferentSoftwareVersions,http://example.org/telecom#DifferentSoftwareVersions
n00377,n00228,DisablingCStates,http://example.org/telecom#DisablingCStates
n00378,n01056,DisaggregatedNetworkFunction,http://example.org/telecom#DisaggregatedNetworkFunction
n00379,n01056,DisaggregatedNetworkFunctions,http://example.org/telecom#DisaggregatedNetworkFunctions
n00380,n01060,DisjointUPFDeploymentWithDualPDUSessions,http://example.org/telecom#DisjointUPFDeploymentWithDualPDUSessions
n00381,n01838,DisjointUPFs,http://example.org/telecom#DisjointUPFs
n00382,n01838,DisjointUPPaths,http://example.org/telecom#DisjointUPPaths
n00383,n01838,DisjointUPPathsWithReplicatedUPFs,http://example.org/telecom#DisjointUPPathsWithReplicatedUPFs
n00384,n01838,DisjointUserPlanePaths,http://example.org/telecom#DisjointUserPlanePaths
n00385,n01594,DistinctJobNameEntriesInPrometheus,http://example.org/telecom#DistinctJobNameEntriesInPrometheus
n00386,n01056,DistinctNetworkAttachments,http://example.org/telecom#DistinctNetworkAttachments
n00387,n00446,DistributedEdgeClusters,http://example.org/telecom#DistributedEdgeClusters
n00388,n01594,DistributedInstances,http://example.org/telecom#DistributedInstances
n00389,n01058,DistributedKeyValueStore,http://example.org/telecom#DistributedKeyValueStore
n00390,n01708,DiverseThroughputDemands,http://example.org/telecom#DiverseThroughputDemands
n00391,n01594,DiverseTrafficTypes,http://example.org/telecom#DiverseTrafficTypes
n00392,n01594,DockerEnvironments,http://example.org/telecom#DockerEnvironments
n00393,n01594,DockerManifests,http://example.org/telecom#DockerManifests
n00394,n01060,DomainNFs,http://example.org/telecom#DomainNFs
n00395,n01594,DomainSpecificContributions,http://example.org/telecom#DomainSpecificContributions
n00396,n00161,DoublingTheNumberOfBBURRHPods,http://example.org/telecom#DoublingTheNumberOfBBURRHPods
n00397,n00228,DualActiveScenarios,http://example.org/telecom#DualActiveScenarios
n00398,n00228,DualConnectivity,http://example.org/telecom#DualConnectivity
n00399,n00228,DualPDUSessions,http://example.org/telecom#DualPDUSessions
n00400,n01838,DualUPFs,http://example.org/telecom#DualUPFs
n00401,n00228,Duration,http://example.org/telecom#Duration
n00402,n01133,DynamicAutomation,http://example.org/telecom#DynamicAutomation
n00403,n01133,DynamicAutomationAndConflictResolution,http://example.org/telecom#DynamicAutomationAndConflictResolution
n00404,n01506,DynamicBalancingOfURLLCAndEMBBPerformance,http://example.org/telecom#DynamicBalancingOfURLLCAndEMBBPerformance
n00405,n00855,DynamicDataFlowManagement,http://example.org/telecom#DynamicDataFlowManagement
n00406,n01060,DynamicDiscoveryOfNFServices,http://example.org/telecom#DynamicDiscoveryOfNFServices
n00407,n00228,DynamicFlowDecisions,http://example.org/telecom#DynamicFlowDecisions
n00408,n00228,DynamicFlowDecisionsPerApplicationContext,http://example.org/telecom#DynamicFlowDecisionsPerApplicationContext
n00409,n01266,DynamicIPAssignment,http://example.org/telecom#DynamicIPAssignment
n00410,n01060,DynamicInfrastructureSharing,http://example.org/telecom#DynamicInfrastructureSharing
n00411,n01506,DynamicIsolationOfTrafficWithinSlices,http://example.org/telecom#DynamicIsolationOfTrafficWithinSlices
n00412,n00340,DynamicModels,http://example.org/telecom#DynamicModels
n00413,n01506,DynamicPerSliceTrafficTreatment,http://example.org/telecom#DynamicPerSliceTrafficTreatment
n00414,n01205,DynamicPlacementSystems,http://example.org/telecom#DynamicPlacementSystems
n00415,n01217,DynamicPolicyManagement,http://example.org/telecom#DynamicPolicyManagement
n00416,n01205,DynamicQoSAndScalingActions,http://example.org/telecom#DynamicQoSAndScalingActions
n00417,n01060,DynamicReconfiguration,http://example.org/telecom#DynamicReconfiguration
n00418,n01060,DynamicReconfigurationDecisions,http://example.org/telecom#DynamicReconfigurationDecisions
n00419,n01205,DynamicResourceAllocationAmongSlices,http://example.org/telecom#DynamicResourceAllocationAmongSlices
n00420,n01205,DynamicResourceAllocationModels,http://example.org/telecom#DynamicResourceAllocationModels
n00421,n00228,DynamicResourceDrivenScaling,http://example.org/telecom#DynamicResourceDrivenScaling
n00422,n00855,DynamicRuntimeConfiguration,http://example.org/telecom#DynamicRuntimeConfiguration
n00423,n00228,DynamicScaling,http://example.org/telecom#DynamicScaling
n00424,n00228,DynamicServiceDiscovery,http://example.org/telecom#DynamicServiceDiscovery
n00425,n00855,DynamicSessionLifecycleControl,http://example.org/telecom#DynamicSessionLifecycleControl
n00426,n01060,DynamicTrafficDrivenForwardingRules,http://example.org/telecom#DynamicTrafficDrivenForwardingRules
n00427,n01060,DynamicUPFChaining,http://example.org/telecom#DynamicUPFChaining
n00428,n01205,DynamicWorkloadPlacement,http://example.org/telecom#DynamicWorkloadPlacement
n00429,n00228,EAP,http://example.org/telecom#EAP
n00430,n00228,EAP5G,http://example.org/telecom#EAP5G
n00431,n01485,EAPAKA,http://example.org/telecom#EAPAKA
n00432,n00228,EAPBasedCredentials,http://example.org/telecom#EAPBasedCredentials
n00433,n01266,EAPTLS,http://example.org/telecom#EAPTLS
n00434,n01205,EDQASLDISchedulers,http://example.org/telecom#EDQASLDISchedulers
n00435,n01506,EMBB,http://example.org/telecom#EMBB
n00436,n01506,EMBBFlows,http://example.org/telecom#EMBBFlows
n00437,n01506,EMBBPerformance,http://example.org/telecom#EMBBPerformance
n00438,n01506,EMBBRateLoss,http://example.org/telecom#EMBBRateLoss
n00439,n01506,EMBBScheduling,http://example.org/telecom#EMBBScheduling
n00440,n01506,EMBBTraffic,http://example.org/telecom#EMBBTraffic
n00441,n01060,ETSINFVMANO,http://example.org/telecom#ETSINFVMANO
n00442,n00228,EachIntentOperation,http://example.org/telecom#EachIntentOperation
n00443,n00228,EachMigrationMethod,http://example.org/telecom#EachMigrationMethod
n00444,n01060,EachNF,http://example.org/telecom#EachNF
n00445,n01056,EachNetworkSlice,http://example.org/telecom#EachNetworkSlice
n00446,n01055,Edge,http://example.org/telecom#Edge
n00447,n00446,EdgeCachingOfPopularContent,http://example.org/telecom#EdgeCachingOfPopularContent
n00448,n00446,EdgeCloudAndTSNFunctions,http://example.org/telecom#EdgeCloudAndTSNFunctions
n00449,n00446,EdgeComputing,http://example.org/telecom#EdgeComputing
n00450,n00446,EdgeDeployedUPFs,http://example.org/telecom#EdgeDeployedUPFs
n00451,n00446,EdgeDeployment,http://example.org/telecom#EdgeDeployment
n00452,n00446,EdgeDeploymentOfDU,http://example.org/telecom#EdgeDeploymentOfDU
n00453,n00446,EdgeDeployments,http://example.org/telecom#EdgeDeployments
n00454,n00446,EdgeDomain,http://example.org/telecom#EdgeDomain
n00455,n00446,EdgeFocusedImprovements,http://example.org/telecom#EdgeFocusedImprovements
n00456,n00446,EdgeFogPlacements,http://example.org/telecom#EdgeFogPlacements
n00457,n00446,EdgeIaaSPlatforms,http://example.org/telecom#EdgeIaaSPlatforms
n00458,n00446,EdgeKubernetesImplementations,http://example.org/telecom#EdgeKubernetesImplementations
n00459,n00446,EdgeLocatedContainerRegistries,http://example.org/telecom#EdgeLocatedContainerRegistries
n00460,n00446,EdgeNodesToPublishAsKubernetesNodes,http://example.org/telecom#EdgeNodesToPublishAsKubernetesNodes
n00461,n00446,EdgeOrchestration,http://example.org/telecom#EdgeOrchestration
n00462,n00446,EdgePaaSLayers,http://example.org/telecom#EdgePaaSLayers
n00463,n00446,EdgePlacements,http://example.org/telecom#EdgePlacements
n00464,n00446,EdgeScenarios,http://example.org/telecom#EdgeScenarios
n00465,n00446,EdgeSites,http://example.org/telecom#EdgeSites
n00466,n00446,EdgeToRealTimeTasks,http://example.org/telecom#EdgeToRealTimeTasks
n00467,n00228,ElasticScaling,http://example.org/telecom#ElasticScaling
n00468,n00228,Elasticity,http://example.org/telecom#Elasticity
n00469,n01737,EliminatingApprox100MsTransportDelay,http://example.org/telecom#EliminatingApprox100MsTransportDelay
n00470,n00228,EmergencyServices,http://example.org/telecom#EmergencyServices
n00471,n01838,EnablingParallelUserPlanePaths,http://example.org/telecom#EnablingParallelUserPlanePaths
n00472,n00228,Encryption,http://example.org/telecom#Encryption
n00473,n00228,EncryptionOverhead,http://example.org/telecom#EncryptionOverhead
n00474,n00119,EndToEndAvailability,http://example.org/telecom#EndToEndAvailability
n00475,n00273,EndToEndControlPlaneSecurity,http://example.org/telecom#EndToEndControlPlaneSecurity
n00476,n00794,EndToEndIntentLatencyTargets,http://example.org/telecom#EndToEndIntentLatencyTargets
n00477,n00872,EndToEndKPIValidation,http://example.org/telecom#EndToEndKPIValidation
n00478,n00794,EndToEndLatencyLe1Ms,http://example.org/telecom#EndToEndLatencyLe1Ms
n00479,n00228,Energy,http://example.org/telecom#Energy
n00480,n01205,EnergyAwarePlacement,http://example.org/telecom#EnergyAwarePlacement
n00481,n01594,EnergyConstraints,http://example.org/telecom#EnergyConstraints
n00482,n00228,EnergyConsumption,http://example.org/telecom#EnergyConsumption
n00483,n00228,EnergyEfficiency,http://example.org/telecom#EnergyEfficiency
n00484,n01594,EnergySavingsTargets,http://example.org/telecom#EnergySavingsTargets
n00485,n01506,EnforcementOfSliceLevelPolicies,http://example.org/telecom#EnforcementOfSliceLevelPolicies
n00486,n01594,Enhancements,http://example.org/telecom#Enhancements
n00487,n00273,EssentialForControlPlaneProtocols,http://example.org/telecom#EssentialForControlPlaneProtocols
n00488,n01358,EssentialForReliableAutoScaling,http://example.org/telecom#EssentialForReliableAutoScaling
n00489,n01594,EssentialInPrivate5GEnvironments,http://example.org/telecom#EssentialInPrivate5GEnvironments
n00490,n00228,EthernetTags,http://example.org/telecom#EthernetTags
n00491,n01594,EvenLoadDistribution,http://example.org/telecom#EvenLoadDistribution
n00492,n00228,EvictionPolicies,http://example.org/telecom#EvictionPolicies
n00493,n00297,EvolutionToFullyStandaloneSACore,http://example.org/telecom#EvolutionToFullyStandaloneSACore
n00494,n01594,ExampleMetrics,http://example.org/telecom#ExampleMetrics
n00495,n01060,ExampleOfASystemdServiceForAnOpen5GSNF,http://example.org/telecom#ExampleOfASystemdServiceForAnOpen5GSNF
n00496,n00228,Execution,http://example.org/telecom#Execution
n00497,n01313,ExecutionLayerForIntentTranslation,http://example.org/telecom#ExecutionLayerForIntentTranslation
n00498,n00228,Expectations,http://example.org/telecom#Expectations
n00499,n00228,ExplicitFlowDefinitions,http://example.org/telecom#ExplicitFlowDefinitions
n00500,n01266,ExplicitIPBinding,http://example.org/telecom#ExplicitIPBinding
n00501,n00228,ExplicitTaskLevelPrioritization,http://example.org/telecom#ExplicitTaskLevelPrioritization
n00502,n01266,ExternalDNS,http://example.org/telecom#ExternalDNS
n00503,n01056,ExternalDataNetworks,http://example.org/telecom#ExternalDataNetworks
n00504,n01506,ExternalFacingSlices,http://example.org/telecom#ExternalFacingSlices
n00505,n00910,ExternalObservability,http://example.org/telecom#ExternalObservability
n00506,n00228,ExternalStateRepositories,http://example.org/telecom#ExternalStateRepositories
n00507,n01060,ExternalizingNFStateToUDSFLikeStores,http://example.org/telecom#ExternalizingNFStateToUDSFLikeStores
n00508,n01060,ExternalizingStateToUDSF,http://example.org/telecom#ExternalizingStateToUDSF
n00509,n01060,ExternalizingUEContextToUDSF,http://example.org/telecom#ExternalizingUEContextToUDSF
n00510,n00228,ExternallyStateManagedOperation,http://example.org/telecom#ExternallyStateManagedOperation
n00511,n01594,FailureEvents,http://example.org/telecom#FailureEvents
n00512,n00228,FailureIsolation,http://example.org/telecom#FailureIsolation
n00513,n00228,FailureResilience,http://example.org/telecom#FailureResilience
n00514,n00228,Fairness,http://example.org/telecom#Fairness
n00515,n01179,FalseSessionDropDetection,http://example.org/telecom#FalseSessionDropDetection
n00516,n01266,FastCPU,http://example.org/telecom#FastCPU
n00517,n00161,FastFeatureDeployment,http://example.org/telecom#FastFeatureDeployment
n00518,n01058,FastReadWriteOfUERelatedState,http://example.org/telecom#FastReadWriteOfUERelatedState
n00519,n01266,FastRestarts,http://example.org/telecom#FastRestarts
n00520,n01060,FastUPFSwitchover,http://example.org/telecom#FastUPFSwitchover
n00521,n00273,FastUserPlaneControl,http://example.org/telecom#FastUserPlaneControl
n00522,n00855,FaultIsolation,http://example.org/telecom#FaultIsolation
n00523,n00855,FaultTolerance,http://example.org/telecom#FaultTolerance
n00524,n00855,FaultToleranceInEdgeSetups,http://example.org/telecom#FaultToleranceInEdgeSetups
n00525,n00228,FeatureRichExperiences,http://example.org/telecom#FeatureRichExperiences
n00526,n01208,FetchAndCacheModel,http://example.org/telecom#FetchAndCacheModel
n00527,n01208,FetchAndCacheStrategy,http://example.org/telecom#FetchAndCacheStrategy
n00528,n01060,FewerSMFNodes,http://example.org/telecom#FewerSMFNodes
n00529,n01058,FirewallRules,http://example.org/telecom#FirewallRules
n00530,n01058,FirewallServices,http://example.org/telecom#FirewallServices
n00531,n01058,Firewalls,http://example.org/telecom#Firewalls
n00532,n00228,FiveG,http://example.org/telecom#FiveG
n00533,n00273,FiveGCControlPlaneNFs,http://example.org/telecom#FiveGCControlPlaneNFs
n00534,n00297,FiveGCoreCNFs,http://example.org/telecom#FiveGCoreCNFs
n00535,n01330,FiveMsRTT,http://example.org/telecom#FiveMsRTT
n00536,n00228,FixedLineServices,http://example.org/telecom#FixedLineServices
n00537,n01313,FixedRANWithUAVs,http://example.org/telecom#FixedRANWithUAVs
n00538,n00228,FixedWirelessAccessFWA,http://example.org/telecom#FixedWirelessAccessFWA
n00539,n00228,Flexibility,http://example.org/telecom#Flexibility
n00540,n00273,FlexibleAccessControlAcrossUserDataFlows,http://example.org/telecom#FlexibleAccessControlAcrossUserDataFlows
n00541,n01056,FlexibleNetworkSlicing,http://example.org/telecom#FlexibleNetworkSlicing
n00542,n01205,FlexiblePlacementInThe5GCore,http://example.org/telecom#FlexiblePlacementInThe5GCore
n00543,n00228,FlexibleQoSFulfillment,http://example.org/telecom#FlexibleQoSFulfillment
n00544,n01506,FlexibleSliceSupport,http://example.org/telecom#FlexibleSliceSupport
n00545,n00228,FlexibleTTIs,http://example.org/telecom#FlexibleTTIs
n00546,n01708,FlowSetupDueToExceededDataRate,http://example.org/telecom#FlowSetupDueToExceededDataRate
n00547,n00228,FogDomain,http://example.org/telecom#FogDomain
n00548,n01594,FormOfNon3GPPAccess,http://example.org/telecom#FormOfNon3GPPAccess
n00549,n00228,ForwardingBehavior,http://example.org/telecom#ForwardingBehavior
n00550,n01224,ForwardingRules,http://example.org/telecom#ForwardingRules
n00551,n01058,FrequencyOfOperations,http://example.org/telecom#FrequencyOfOperations
n00552,n01737,FronthaulDataThroughput,http://example.org/telecom#FronthaulDataThroughput
n00553,n01838,FullyNativeOnTheUserPlane,http://example.org/telecom#FullyNativeOnTheUserPlane
n00554,n01060,FunctionalSplits,http://example.org/telecom#FunctionalSplits
n00555,n01060,FunctionallyDividedIntoCUCP,http://example.org/telecom#FunctionallyDividedIntoCUCP
n00556,n00273,FundamentalForEnablingControlUserPlaneSeparationCUPS,http://example.org/telecom#FundamentalForEnablingControlUserPlaneSeparationCUPS
n00557,n00228,FutureSolutionDirections,http://example.org/telecom#FutureSolutionDirections
n00558,n00228,GBR,http://example.org/telecom#GBR
n00559,n00228,GBRFlows,http://example.org/telecom#GBRFlows
n00560,n01224,GBRRulesAreModifiedDownward,http://example.org/telecom#GBRRulesAreModifiedDownward
n00561,n00062,GNB,http://example.org/telecom#GNB
n00562,n01060,GNBAndAMF,http://example.org/telecom#GNBAndAMF
n00563,n00555,GNBCU,http://example.org/telecom#GNBCU
n00564,n00062,GNBLink,http://example.org/telecom#GNBLink
n00565,n01060,GNBToAMF,http://example.org/telecom#GNBToAMF
n00566,n01056,GPUNetworking,http://example.org/telecom#GPUNetworking
n00567,n00228,GSTNEST,http://example.org/telecom#GSTNEST
n00568,n01266,GTP.In/OutDataOctetsN3,http://example.org/telecom#GTP_In_OutDataOctetsN3
n00569,n01266,GTP.InDataOctetsN3,http://example.org/telecom#GTP_InDataOctetsN3
n00570,n01266,GTP.InDataPktLossN3QoS,http://example.org/telecom#GTP_InDataPktLossN3QoS
n00571,n01266,GTP.OutDataOctetsN3,http://example.org/telecom#GTP_OutDataOctetsN3
n00572,n01060,GTP.RttDelayN3DlPsaUpfMean.DSCP,http://example.org/telecom#GTP_RttDelayN3DlPsaUpfMean_DSCP
n00573,n01060,GTPInOutDataPktLossN3UPF,http://example.org/telecom#GTPInOutDataPktLossN3UPF
n00574,n01266,GTPOctetCountersOnN3,http://example.org/telecom#GTPOctetCountersOnN3
n00575,n01060,GTPRttDelayN3DlPsaUpfMeanDSCP,http://example.org/telecom#GTPRttDelayN3DlPsaUpfMeanDSCP
n00576,n01266,GTPU,http://example.org/telecom#GTPU
n00577,n01266,GTPUEncapsulatedTraffic,http://example.org/telecom#GTPUEncapsulatedTraffic
n00578,n01266,GTPULevelPacketDuplication,http://example.org/telecom#GTPULevelPacketDuplication
n00579,n01266,GTPULevelPacketElimination,http://example.org/telecom#GTPULevelPacketElimination
n00580,n01266,GTPUMarking,http://example.org/telecom#GTPUMarking
n00581,n01266,GTPUOnPFCFAssignedPort,http://example.org/telecom#GTPUOnPFCFAssignedPort
n00582,n01266,GTPUOverUDP,http://example.org/telecom#GTPUOverUDP
n00583,n01058,GatewayForNon3GPPAccess,http://example.org/telecom#GatewayForNon3GPPAccess
n00584,n01058,GatewayRouters,http://example.org/telecom#GatewayRouters
n00585,n01205,Gating,http://example.org/telecom#Gating
n00586,n01205,Gauges,http://example.org/telecom#Gauges
n00587,n01358,Ge99999PercentReliability,http://example.org/telecom#Ge99999PercentReliability
n00588,n00049,GenericAPIInLibMetrics,http://example.org/telecom#GenericAPIInLibMetrics
n00589,n01506,GenericSliceTemplateGST,http://example.org/telecom#GenericSliceTemplateGST
n00590,n01506,GenericSliceTemplates,http://example.org/telecom#GenericSliceTemplates
n00591,n01594,GeoDistribution,http://example.org/telecom#GeoDistribution
n00592,n00228,GeoProximity,http://example.org/telecom#GeoProximity
n00593,n01358,GeoRedundancy,http://example.org/telecom#GeoRedundancy
n00594,n01205,GigabitEthernet,http://example.org/telecom#GigabitEthernet
n00595,n00062,GnbSearchList,http://example.org/telecom#GnbSearchList
n00596,n00910,Grafana,http://example.org/telecom#Grafana
n00597,n01060,GroupingByNFSet,http://example.org/telecom#GroupingByNFSet
n00598,n01266,GtpIp,http://example.org/telecom#GtpIp
n00599,n01266,GtpServerLogEntry,http://example.org/telecom#GtpServerLogEntry
n00600,n01205,HARQOptimization,http://example.org/telecom#HARQOptimization
n00601,n00228,HPABasedAutoscaling,http://example.org/telecom#HPABasedAutoscaling
n00602,n01060,HSS,http://example.org/telecom#HSS
n00603,n01266,HTTP2,http://example.org/telecom#HTTP2
n00604,n01266,HTTP2Interfaces,http://example.org/telecom#HTTP2Interfaces
n00605,n01266,HTTP2REST,http://example.org/telecom#HTTP2REST
n00606,n01266,HTTP403EXCEEDEDSLICEDATARATEToUE,http://example.org/telecom#HTTP403EXCEEDEDSLICEDATARATEToUE
n00607,n01266,HTTPMetricsServer,http://example.org/telecom#HTTPMetricsServer
n00608,n00228,Handover,http://example.org/telecom#Handover
n00609,n00228,HandoverProcedures,http://example.org/telecom#HandoverProcedures
n00610,n00228,HandoverSignaling,http://example.org/telecom#HandoverSignaling
n00611,n00210,HardRealTimeConstraints,http://example.org/telecom#HardRealTimeConstraints
n00612,n01506,HardSlicing,http://example.org/telecom#HardSlicing
n00613,n00855,HardenedSIMProvisioning,http://example.org/telecom#HardenedSIMProvisioning
n00614,n00073,HardwareAccelerationAtTheDU,http://example.org/telecom#HardwareAccelerationAtTheDU
n00615,n01594,HardwareAgnosticDeployments,http://example.org/telecom#HardwareAgnosticDeployments
n00616,n00228,HardwareBased,http://example.org/telecom#HardwareBased
n00617,n00228,HardwareTuning,http://example.org/telecom#HardwareTuning
n00618,n01060,HardwareUPF,http://example.org/telecom#HardwareUPF
n00619,n00228,HardwareWithIntelI5,http://example.org/telecom#HardwareWithIntelI5
n00620,n01594,Heartbeats,http://example.org/telecom#Heartbeats
n00621,n00366,HierarchicalDesign,http://example.org/telecom#HierarchicalDesign
n00622,n00621,HierarchicalSubnetDesign,http://example.org/telecom#HierarchicalSubnetDesign
n00623,n00621,HierarchicalSubnetting,http://example.org/telecom#HierarchicalSubnetting
n00624,n00228,HighLevelObjectives,http://example.org/telecom#HighLevelObjectives
n00625,n00855,HighPerformanceNeeds,http://example.org/telecom#HighPerformanceNeeds
n00626,n01708,HighThroughput,http://example.org/telecom#HighThroughput
n00627,n01708,HighThroughputExperiments,http://example.org/telecom#HighThroughputExperiments
n00628,n01594,HighTrafficLoad,http://example.org/telecom#HighTrafficLoad
n00629,n00197,HigherBillingCosts,http://example.org/telecom#HigherBillingCosts
n00630,n00228,Histograms,http://example.org/telecom#Histograms
n00631,n01594,HistoricalTrendAnalysis,http://example.org/telecom#HistoricalTrendAnalysis
n00632,n00228,HorizontalScalability,http://example.org/telecom#HorizontalScalability
n00633,n00228,HorizontalScaling,http://example.org/telecom#HorizontalScaling
n00634,n01717,HostLANIPs,http://example.org/telecom#HostLANIPs
n00635,n00049,HostingItsOwnMetricsEndpoint,http://example.org/telecom#HostingItsOwnMetricsEndpoint
n00636,n00855,HubManagement,http://example.org/telecom#HubManagement
n00637,n01708,HundredsOfMbpsThroughputForEMBB,http://example.org/telecom#HundredsOfMbpsThroughputForEMBB
n00638,n00210,HybridCloudEnvironments,http://example.org/telecom#HybridCloudEnvironments
n00639,n00210,HybridClouds,http://example.org/telecom#HybridClouds
n00640,n00228,HybridMigration,http://example.org/telecom#HybridMigration
n00641,n00340,HybridModels,http://example.org/telecom#HybridModels
n00642,n00228,IKEv2,http://example.org/telecom#IKEv2
n00643,n00228,IKEv2Tunnels,http://example.org/telecom#IKEv2Tunnels
n00644,n01266,IP.N6IncLinkUsage,http://example.org/telecom#IP_N6IncLinkUsage
n00645,n01266,IP.N6OutLinkUsage,http://example.org/telecom#IP_N6OutLinkUsage
n00646,n00228,IPAM,http://example.org/telecom#IPAM
n00647,n01594,IPAMAlerts,http://example.org/telecom#IPAMAlerts
n00648,n00073,IPAMSubnets,http://example.org/telecom#IPAMSubnets
n00649,n00073,IPAddresses,http://example.org/telecom#IPAddresses
n00650,n01205,IPAllocation,http://example.org/telecom#IPAllocation
n00651,n01266,IPChunks,http://example.org/telecom#IPChunks
n00652,n01060,IPConflicts,http://example.org/telecom#IPConflicts
n00653,n01266,IPExhaustion,http://example.org/telecom#IPExhaustion
n00654,n01266,IPForwarding,http://example.org/telecom#IPForwarding
n00655,n00342,IPLayerDataVolume,http://example.org/telecom#IPLayerDataVolume
n00656,n01717,IPN6IncLinkUsage,http://example.org/telecom#IPN6IncLinkUsage
n00657,n01717,IPN6IncLinkUsageAndIPN6OutLinkUsage,http://example.org/telecom#IPN6IncLinkUsageAndIPN6OutLinkUsage
n00658,n01717,IPN6OutLinkUsage,http://example.org/telecom#IPN6OutLinkUsage
n00659,n01060,IPPoolToStandbyUPF,http://example.org/telecom#IPPoolToStandbyUPF
n00660,n01404,IPRoutes,http://example.org/telecom#IPRoutes
n00661,n01266,IPSec,http://example.org/telecom#IPSec
n00662,n01056,IPSpaceIntoNetworkAndHostPortions,http://example.org/telecom#IPSpaceIntoNetworkAndHostPortions
n00663,n01838,IPUPS,http://example.org/telecom#IPUPS
n00664,n01266,IPUsage,http://example.org/telecom#IPUsage
n00665,n01266,IPsecBasedFiltering,http://example.org/telecom#IPsecBasedFiltering
n00666,n01266,IPsecOverNon3GPPAccess,http://example.org/telecom#IPsecOverNon3GPPAccess
n00667,n01485,IPsecSecurity,http://example.org/telecom#IPsecSecurity
n00668,n01266,IPsecSignalingSA,http://example.org/telecom#IPsecSignalingSA
n00669,n01266,IPsecTunnel,http://example.org/telecom#IPsecTunnel
n00670,n01266,IPsecTunnelNWu,http://example.org/telecom#IPsecTunnelNWu
n00671,n01266,IPsecTunnelNWuInNon3GPPAccess,http://example.org/telecom#IPsecTunnelNWuInNon3GPPAccess
n00672,n01266,IPsecTunnelingForNon3GPPAccessPaths,http://example.org/telecom#IPsecTunnelingForNon3GPPAccessPaths
n00673,n01313,IPsecTunnelingForRANAccessPaths,http://example.org/telecom#IPsecTunnelingForRANAccessPaths
n00674,n01266,IPsecTunnels,http://example.org/telecom#IPsecTunnels
n00675,n01266,IPsecTunnelsNWuNWt,http://example.org/telecom#IPsecTunnelsNWuNWt
n00676,n01266,IPsecWithNULLEncryption,http://example.org/telecom#IPsecWithNULLEncryption
n00677,n00073,IPv4,http://example.org/telecom#IPv4
n00678,n00073,IPv4Addressing,http://example.org/telecom#IPv4Addressing
n00679,n01060,IPv4ForUPFBasedNATTranslation,http://example.org/telecom#IPv4ForUPFBasedNATTranslation
n00680,n01058,IPv4OnlyUEs,http://example.org/telecom#IPv4OnlyUEs
n00681,n00073,IPv4Subnets,http://example.org/telecom#IPv4Subnets
